2019-07-10 23:48:13,370 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@754ba872: startup date [Wed Jul 10 23:48:13 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-07-10 23:48:14,746 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\chenzw\Desktop\apache-activemq-5.15.9-bin\apache-activemq-5.15.9\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2019-07-10 23:48:14,994 | INFO  | PListStore:[C:\Users\chenzw\Desktop\apache-activemq-5.15.9-bin\apache-activemq-5.15.9\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-07-10 23:48:15,210 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-ML2S7G9-65349-1562773695057-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-07-10 23:48:15,240 | INFO  | Listening for connections at: tcp://DESKTOP-ML2S7G9:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-10 23:48:15,243 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-07-10 23:48:15,253 | INFO  | Listening for connections at: amqp://DESKTOP-ML2S7G9:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-10 23:48:15,256 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-07-10 23:48:15,264 | INFO  | Listening for connections at: stomp://DESKTOP-ML2S7G9:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-10 23:48:15,269 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-07-10 23:48:15,276 | INFO  | Listening for connections at: mqtt://DESKTOP-ML2S7G9:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-10 23:48:15,279 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-07-10 23:48:15,292 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2019-07-10 23:48:15,347 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2019-07-10 23:48:15,439 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@573906eb{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-07-10 23:48:15,505 | INFO  | Listening for connections at ws://DESKTOP-ML2S7G9:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-07-10 23:48:15,507 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-07-10 23:48:15,510 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-ML2S7G9-65349-1562773695057-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-07-10 23:48:15,513 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-07-10 23:48:15,526 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\chenzw\Desktop\apache-activemq-5.15.9-bin\apache-activemq-5.15.9\bin\..\data\kahadb only has 61651 mb of usable space. - resetting to maximum available disk space: 61651 mb | org.apache.activemq.broker.BrokerService | main
2019-07-10 23:48:16,630 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-07-10 23:48:16,813 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-07-10 23:48:16,814 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-07-10 23:48:16,997 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-07-10 23:48:17,279 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-07-10 23:48:19,446 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2019-07-11 13:08:33,900 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@754ba872: startup date [Thu Jul 11 13:08:33 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-07-11 13:08:35,358 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:08:35,453 | INFO  | Page File: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-11 13:08:35,462 | INFO  | Page File: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-11 13:08:35,465 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2019-07-11 13:08:35,573 | INFO  | PListStore:[C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-07-11 13:08:35,734 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-ML2S7G9-51869-1562821715597-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:08:35,766 | INFO  | Listening for connections at: tcp://DESKTOP-ML2S7G9:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:08:35,769 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:08:35,780 | INFO  | Listening for connections at: amqp://DESKTOP-ML2S7G9:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:08:35,784 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:08:35,791 | INFO  | Listening for connections at: stomp://DESKTOP-ML2S7G9:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:08:35,795 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:08:35,803 | INFO  | Listening for connections at: mqtt://DESKTOP-ML2S7G9:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:08:35,807 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:08:35,820 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2019-07-11 13:08:35,915 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2019-07-11 13:08:36,003 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6f19ac19{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-07-11 13:08:36,075 | INFO  | Listening for connections at ws://DESKTOP-ML2S7G9:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-07-11 13:08:36,077 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:08:36,080 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-ML2S7G9-51869-1562821715597-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:08:36,083 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:08:36,105 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb only has 60776 mb of usable space. - resetting to maximum available disk space: 60776 mb | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:08:37,231 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-07-11 13:08:37,434 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-07-11 13:08:37,435 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-07-11 13:08:37,633 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-07-11 13:08:38,009 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-07-11 13:09:52,900 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@754ba872: startup date [Thu Jul 11 13:09:52 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-07-11 13:11:25,114 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@754ba872: startup date [Thu Jul 11 13:11:25 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-07-11 13:11:26,550 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:11:26,642 | INFO  | Page File: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-11 13:11:26,651 | INFO  | Page File: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-11 13:11:26,655 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2019-07-11 13:11:26,741 | INFO  | Recovering from the journal @1:622 | org.apache.activemq.store.kahadb.MessageDatabase | main
2019-07-11 13:11:26,745 | INFO  | Recovery replayed 1 operations from the journal in 0.08 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2019-07-11 13:11:26,760 | INFO  | PListStore:[C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-07-11 13:11:26,927 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-ML2S7G9-51890-1562821886782-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:11:26,959 | INFO  | Listening for connections at: tcp://DESKTOP-ML2S7G9:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:11:26,962 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:11:26,975 | INFO  | Listening for connections at: amqp://DESKTOP-ML2S7G9:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:11:26,978 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:11:26,987 | INFO  | Listening for connections at: stomp://DESKTOP-ML2S7G9:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:11:26,991 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:11:26,998 | INFO  | Listening for connections at: mqtt://DESKTOP-ML2S7G9:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:11:27,001 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:11:27,015 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2019-07-11 13:11:27,122 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2019-07-11 13:11:27,211 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@5454d35e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-07-11 13:11:27,282 | INFO  | Listening for connections at ws://DESKTOP-ML2S7G9:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-07-11 13:11:27,284 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:11:27,289 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-ML2S7G9-51890-1562821886782-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:11:27,291 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:11:27,312 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb only has 60768 mb of usable space. - resetting to maximum available disk space: 60768 mb | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:11:28,255 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-07-11 13:11:28,602 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-07-11 13:11:28,603 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-07-11 13:11:28,811 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-07-11 13:11:29,127 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-07-11 13:11:31,512 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2019-07-11 13:11:53,305 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@754ba872: startup date [Thu Jul 11 13:11:53 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-07-11 13:11:54,785 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:11:54,879 | INFO  | Page File: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-11 13:11:54,889 | INFO  | Page File: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-11 13:11:54,894 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2019-07-11 13:11:54,989 | INFO  | PListStore:[C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-07-11 13:11:55,146 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-ML2S7G9-51911-1562821915010-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:11:55,178 | INFO  | Listening for connections at: tcp://DESKTOP-ML2S7G9:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:11:55,181 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:11:55,193 | INFO  | Listening for connections at: amqp://DESKTOP-ML2S7G9:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:11:55,197 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:12:28,100 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@754ba872: startup date [Thu Jul 11 13:12:28 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-07-11 13:12:29,550 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:12:29,647 | INFO  | Page File: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-11 13:12:29,658 | INFO  | Page File: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-11 13:12:29,663 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2019-07-11 13:12:29,748 | INFO  | Recovering from the journal @1:1288 | org.apache.activemq.store.kahadb.MessageDatabase | main
2019-07-11 13:12:29,752 | INFO  | Recovery replayed 1 operations from the journal in 0.077 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2019-07-11 13:12:29,769 | INFO  | PListStore:[C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-07-11 13:12:29,938 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-ML2S7G9-51914-1562821949790-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:12:29,970 | INFO  | Listening for connections at: tcp://DESKTOP-ML2S7G9:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:12:29,975 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:12:29,987 | INFO  | Listening for connections at: amqp://DESKTOP-ML2S7G9:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:12:29,990 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:12:30,000 | INFO  | Listening for connections at: stomp://DESKTOP-ML2S7G9:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:12:30,003 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:12:30,011 | INFO  | Listening for connections at: mqtt://DESKTOP-ML2S7G9:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:12:30,013 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:12:30,028 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2019-07-11 13:12:30,130 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2019-07-11 13:12:30,223 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@455b6df1{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-07-11 13:12:30,296 | INFO  | Listening for connections at ws://DESKTOP-ML2S7G9:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-07-11 13:12:30,298 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-07-11 13:12:30,301 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-ML2S7G9-51914-1562821949790-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:12:30,305 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:12:30,326 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb only has 60764 mb of usable space. - resetting to maximum available disk space: 60764 mb | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:13:09,918 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@754ba872: startup date [Thu Jul 11 13:13:09 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-07-11 13:13:11,339 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:13:11,446 | INFO  | Page File: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-11 13:13:11,454 | INFO  | Page File: C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-11 13:13:11,457 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2019-07-11 13:13:11,531 | INFO  | Recovering from the journal @1:1288 | org.apache.activemq.store.kahadb.MessageDatabase | main
2019-07-11 13:13:11,536 | INFO  | Recovery replayed 2 operations from the journal in 0.065 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2019-07-11 13:13:11,553 | INFO  | PListStore:[C:\Users\chenzw\IdeaProjects\springboot-advanced-samples\springboot-message-samples\springboot-activemq-samples\server\apache-activemq-5.15.9\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-07-11 13:13:11,732 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-ML2S7G9-51928-1562821991574-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-07-11 13:13:11,765 | INFO  | Listening for connections at: tcp://DESKTOP-ML2S7G9:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-07-11 13:13:11,770 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
